# SPDX-FileCopyrightText: Copyright (c) 2026 NVIDIA CORPORATION & AFFILIATES. All rights reserved.
# SPDX-License-Identifier: Apache-2.0
#
# Current-tree extraction dispositions at a5486894c45140259d822625e74d1ccdfce807ee.
# rows=334 nonblank_lines=102508 dispositions=move:131,split:136,keep:67,delete:0
# workstreams=standard:281,portable:39,broker:14
# Portable Hermes and the tool broker are recorded for completeness but remain outside the managed Hermes package commitment.
# Every path resolves at the audit revision; no nonexistent or upstream-removed path appears in this file.
runtime	workstream	surface	disposition	nonblank_lines	path	current_owner	target_owner	target	phase	validation	notes
hermes	standard	test	move	161	test/hermes-api-port-marker.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-api-port-marker.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	54	test/hermes-api-port-startup.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-api-port-startup.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	106	test/hermes-cli-adapter-validator.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-cli-adapter-validator.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	113	test/hermes-config-transaction-wiring.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-config-transaction-wiring.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	109	test/hermes-cron-execution-runtime-patch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-cron-execution-runtime-patch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1010	test/hermes-cron-restore-control.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-cron-restore-control.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	119	test/hermes-cron-restore-drain-patch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-cron-restore-drain-patch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	100	test/hermes-dashboard-credential-launch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-dashboard-credential-launch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	164	test/hermes-dashboard-profile-migration-security.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-dashboard-profile-migration-security.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	79	test/hermes-dashboard-provisioning.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-dashboard-provisioning.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	434	test/hermes-dependency-review.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-dependency-review.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	keep	105	test/hermes-discord-credential-binding.test.ts	nemoclaw-core-messaging	nemoclaw-core	core:test/hermes-discord-credential-binding.test.ts	5	deterministic Hermes Discord credential-binding and effective-policy tests	Core retains the endpointless provider profile, exact REST and WebSocket bindings, credential custody contract, and effective-policy proof; the package owns only native Hermes configuration rendering.
hermes	standard	test	move	219	test/hermes-discord-recovery-permissions.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-discord-recovery-permissions.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	354	test/hermes-doctor-config-hash.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-doctor-config-hash.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	523	test/hermes-env-secret-boundary-hardening.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-env-secret-boundary-hardening.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	253	test/hermes-final-image-layout.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-final-image-layout.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	255	test/hermes-gateway-auxiliary-retry.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-auxiliary-retry.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	43	test/hermes-gateway-pid-cleanup-helpers.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-pid-cleanup-helpers.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	81	test/hermes-gateway-pid-cleanup.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-pid-cleanup.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	162	test/hermes-gateway-process-identity-patch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-process-identity-patch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	105	test/hermes-gateway-runtime-metadata-patch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-runtime-metadata-patch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1409	test/hermes-gateway-supervisor-recovery.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-supervisor-recovery.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1041	test/hermes-gateway-wrapper.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-gateway-wrapper.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	106	test/hermes-home-channel-snapshot.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-home-channel-snapshot.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	53	test/hermes-image-build-probes.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-image-build-probes.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	279	test/hermes-kanban-snapshot.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-kanban-snapshot.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	117	test/hermes-lazy-dependency-lifecycle.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-lazy-dependency-lifecycle.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	32	test/hermes-light-skin-boundary.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-light-skin-boundary.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	210	test/hermes-managed-exit-authorization.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-managed-exit-authorization.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	135	test/hermes-managed-policy.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-managed-policy.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	568	test/hermes-mcp-api-port.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-api-port.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	435	test/hermes-mcp-apply-race.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-apply-race.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1378	test/hermes-mcp-config-transaction.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-config-transaction.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	98	test/hermes-mcp-credential-boundary-manifest.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-credential-boundary-manifest.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	66	test/hermes-mcp-force-cleanup.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-force-cleanup.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	897	test/hermes-mcp-integrity-state.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-integrity-state.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	76	test/hermes-mcp-private-target-validation.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-private-target-validation.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	72	test/hermes-mcp-probe-api-port.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-probe-api-port.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	375	test/hermes-mcp-reload-convergence.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-reload-convergence.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	118	test/hermes-mcp-rollback-pending.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-rollback-pending.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	94	test/hermes-mcp-runtime-capability.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-runtime-capability.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	135	test/hermes-mcp-shields-order.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-shields-order.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	206	test/hermes-mcp-startup-probe.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-mcp-startup-probe.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	124	test/hermes-neutral-platform-env-activation.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-neutral-platform-env-activation.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	546	test/hermes-nonroot-strict-hash-reconciliation.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-nonroot-strict-hash-reconciliation.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	107	test/hermes-openshell-runtime-env-boundary.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-openshell-runtime-env-boundary.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	504	test/hermes-plugin-handlers.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-plugin-handlers.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	299	test/hermes-profile-policy-defaults.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-profile-policy-defaults.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	172	test/hermes-provider-foundation.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-provider-foundation.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	320	test/hermes-release-supplement.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-release-supplement.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	183	test/hermes-restart-config-seal-hostile-input.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-restart-config-seal-hostile-input.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	398	test/hermes-restart-config-seal-recovery.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-restart-config-seal-recovery.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	388	test/hermes-restart-config-seal-transition.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-restart-config-seal-transition.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	206	test/hermes-restart-config-seal-write-lock.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-restart-config-seal-write-lock.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1065	test/hermes-runtime-api-key.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-runtime-api-key.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	743	test/hermes-runtime-config-guard-topology.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-runtime-config-guard-topology.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1150	test/hermes-runtime-config-guard.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-runtime-config-guard.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	112	test/hermes-secret-boundary-api-key.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-secret-boundary-api-key.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	782	test/hermes-share-mount-deps.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-share-mount-deps.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	71	test/hermes-sqlite-temp-store-patch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-sqlite-temp-store-patch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	206	test/hermes-start-config-integrity.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-start-config-integrity.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	75	test/hermes-start-path-shadow.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-start-path-shadow.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1337	test/hermes-start.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-start.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	281	test/hermes-state-ledger-snapshot.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-state-ledger-snapshot.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	207	test/hermes-tirith-retry-finalization.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-tirith-retry-finalization.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	37	test/hermes-whatsapp-dashboard-session-patch.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-whatsapp-dashboard-session-patch.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	424	test/hermes-wrapper-oneshot-routing.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-wrapper-oneshot-routing.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	394	test/hermes-wrapper-provider-merge.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/hermes-wrapper-provider-merge.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	92	test/install-hermes-forward-restore.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/install-hermes-forward-restore.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	125	test/nemohermes-alias.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/nemohermes-alias.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	394	test/runtime-state-mutation-hermes-publisher.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/runtime-state-mutation-hermes-publisher.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	872	test/seed-hermes-dashboard-config.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/seed-hermes-dashboard-config.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	136	test/support/hermes-shell-harness.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/support/hermes-shell-harness.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	332	test/update-hermes-agent-script.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/update-hermes-agent-script.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	split	703	src/lib/actions/inference-set-hermes-run.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/inference-set-hermes-run.test.ts + packages/nemoclaw-hermes/src/lib/actions/inference-set-hermes-run.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	158	src/lib/actions/inference-set-patch-hermes.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/inference-set-patch-hermes.test.ts + packages/nemoclaw-hermes/src/lib/actions/inference-set-patch-hermes.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	214	src/lib/actions/sandbox/connect-flow-hermes-boundary.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/connect-flow-hermes-boundary.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/connect-flow-hermes-boundary.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	337	src/lib/actions/sandbox/connect-hermes-light-theme.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/connect-hermes-light-theme.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/connect-hermes-light-theme.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	166	src/lib/actions/sandbox/gateway-restart-hermes-drift.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/gateway-restart-hermes-drift.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/gateway-restart-hermes-drift.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	96	src/lib/actions/sandbox/hermes-dashboard-recovery.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/hermes-dashboard-recovery.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/hermes-dashboard-recovery.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	104	src/lib/actions/sandbox/hermes-secret-boundary-recovery.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/hermes-secret-boundary-recovery.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/hermes-secret-boundary-recovery.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	62	src/lib/actions/sandbox/mcp-bridge-adapter-hermes.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/mcp-bridge-adapter-hermes.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/mcp-bridge-adapter-hermes.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	198	src/lib/actions/sandbox/mcp-bridge-hermes-reconciliation.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/mcp-bridge-hermes-reconciliation.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/mcp-bridge-hermes-reconciliation.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	192	src/lib/actions/sandbox/rebuild-hermes-accepted-target.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/rebuild-hermes-accepted-target.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/rebuild-hermes-accepted-target.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	split	553	src/lib/actions/sandbox/rebuild-hermes-cron-restore.test.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/rebuild-hermes-cron-restore.test.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/rebuild-hermes-cron-restore.test.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
